CustomerID,Age,Gender,Tenure,AverageTransactionValue,PurchaseFrequency,LastPurchaseDaysAgo,TotalVisits,MembershipType,Region,EmailEngagement,DiscountUsage,Churn
C0403,63,Female,3,494.86,10,68,97,Basic,West,Low,7,0
C0404,41,Male,8,207.61,2,58,32,Silver,West,Low,2,0
C0405,67,Male,3,132.96,4,175,68,Basic,East,Medium,8,0
C0406,49,Female,9,365.91,11,80,23,Basic,West,Medium,6,0
C0407,64,Female,1,131.06,10,134,91,Basic,South,High,7,0
C0408,39,Male,5,483.28,9,95,76,Silver,South,Low,6,0
C0409,40,Female,3,459.61,3,168,29,Silver,South,Medium,8,0
C0410,19,Female,6,540.86,6,151,42,Gold,North,Medium,1,0
C0411,44,Male,2,419.78,11,4,94,Gold,South,Medium,3,0
C0412,59,Male,9,133.6,7,165,7,Basic,West,Medium,1,0
C0413,19,Male,6,226.58,3,170,6,Silver,West,Low,7,0
C0414,43,Female,7,503.97,1,44,9,Basic,South,High,1,0
C0415,34,Female,5,183.57,2,125,65,Basic,North,Medium,7,0
C0416,57,Male,9,449.24,11,42,24,Basic,South,Medium,5,0
C0417,50,Male,1,490.13,10,29,80,Basic,North,Low,6,0
C0418,26,Female,5,265.06,7,147,42,Basic,North,Medium,5,0
C0419,60,Male,6,261.15,7,160,84,Basic,South,Low,8,0
C0420,65,Female,7,378.9,1,44,40,Silver,North,Low,3,0
C0421,56,Female,4,530.64,10,55,50,Basic,West,Low,0,0
C0422,46,Male,1,211.95,7,80,97,Silver,South,Low,8,1
C0423,59,Male,8,570.63,10,133,41,Basic,West,Medium,9,0
C0424,43,Female,4,399.56,11,113,58,Basic,North,Medium,7,0
C0425,52,Male,3,596.06,6,174,25,Basic,East,High,0,0
C0426,67,Male,7,144.81,11,173,25,Basic,South,Low,9,0
C0427,42,Male,2,163.28,6,21,96,Basic,East,Low,5,0
C0428,41,Male,8,513.32,7,78,74,Silver,East,High,9,0
C0429,30,Female,6,532.38,7,150,88,Silver,East,Low,3,0
C0430,24,Female,7,322.73,1,30,64,Basic,East,Low,1,0
C0431,53,Female,5,457.04,10,23,40,Basic,West,Low,2,0
C0432,62,Female,9,533.78,5,5,81,Gold,South,High,8,0
C0433,37,Male,5,121.56,8,63,15,Basic,West,High,4,0
C0434,18,Male,5,386.98,8,59,92,Basic,North,Medium,6,0
C0435,25,Female,3,526.74,3,82,87,Silver,South,Medium,1,0
C0436,63,Female,1,299.08,3,52,91,Silver,South,Medium,7,0
C0437,33,Male,2,251.19,7,65,35,Silver,West,High,2,0
C0438,31,Female,8,497.85,4,39,41,Silver,North,Low,0,0
C0439,29,Female,1,267.89,6,3,64,Basic,East,High,7,0
C0440,68,Male,7,101.59,9,170,65,Basic,North,Low,8,0
C0441,40,Female,5,579.79,10,71,71,Basic,West,Medium,7,0
C0442,32,Male,3,396.06,2,155,33,Silver,West,Low,0,0
C0443,45,Male,7,509.76,2,156,71,Gold,West,Medium,6,0
C0444,51,Female,9,512.65,6,15,83,Basic,East,Medium,6,0
C0445,19,Male,2,133.21,3,72,75,Basic,South,Medium,3,0
C0446,49,Female,8,185.43,1,70,71,Basic,North,Medium,7,0
C0447,40,Male,9,255.56,2,4,20,Basic,North,Medium,4,0
C0448,39,Female,3,260.35,7,94,49,Basic,East,Medium,3,0
C0449,68,Female,2,429.39,4,145,38,Silver,West,Low,4,1
C0450,42,Female,7,411.57,2,34,88,Platinum,North,Medium,1,0
C0451,39,Male,5,347.29,11,124,48,Basic,South,Low,3,0
C0452,39,Male,5,205.63,8,134,82,Basic,North,Medium,9,0
C0453,66,Female,5,290.99,4,36,46,Basic,West,Medium,7,0
C0454,69,Male,4,371.8,4,99,39,Basic,North,Medium,6,0
C0455,59,Female,5,333.99,2,167,79,Basic,West,Medium,7,0
C0456,23,Female,4,163.65,1,80,88,Silver,South,Medium,6,0
C0457,32,Male,6,424.76,1,66,34,Basic,East,Medium,6,0
C0458,60,Female,4,136.53,3,136,57,Platinum,West,Medium,6,0
C0459,54,Male,2,289.1,6,143,62,Silver,West,High,1,0
C0460,50,Female,9,455.01,7,91,32,Silver,North,Medium,2,0
C0461,25,Male,2,110.01,9,80,19,Basic,East,Medium,0,0
C0462,61,Female,9,384.99,5,59,42,Silver,West,Medium,1,0
C0463,61,Female,6,267.26,9,10,54,Basic,North,High,9,0
C0464,22,Male,9,104.42,8,7,17,Basic,South,Medium,5,0
C0465,56,Female,9,195.19,1,112,39,Basic,East,Medium,1,0
C0466,21,Female,3,570.47,11,76,28,Gold,North,Medium,0,0
C0467,23,Male,1,360.57,3,12,69,Basic,East,Medium,7,0
C0468,62,Female,1,598.61,8,79,92,Basic,West,Medium,8,0
C0469,49,Male,3,362.41,9,46,95,Basic,North,High,6,0
C0470,69,Female,5,371.97,4,32,22,Basic,South,Low,2,0
C0471,47,Male,3,295.92,6,160,62,Basic,South,Medium,0,0
C0472,64,Female,9,255.02,4,115,30,Basic,North,High,3,0
C0473,52,Female,9,225.77,9,114,33,Silver,North,Low,9,0
C0474,57,Female,3,271.71,2,126,76,Basic,East,Medium,2,0
C0475,69,Male,3,329.93,6,90,48,Silver,North,High,2,0
C0476,33,Male,5,196.0,11,61,94,Silver,East,High,1,0
C0477,30,Male,2,212.44,3,61,9,Basic,West,Medium,9,0
C0478,67,Male,6,235.77,10,102,37,Silver,North,Low,2,0
C0479,59,Female,7,324.63,4,114,9,Silver,West,Low,4,0
C0480,47,Female,9,426.41,2,174,40,Silver,South,Medium,3,0
C0481,36,Male,6,528.07,11,92,81,Silver,East,Low,0,0
C0482,34,Male,3,243.57,8,129,85,Silver,East,Low,0,0
C0483,36,Male,5,191.86,10,107,17,Basic,South,Medium,0,0
C0484,45,Female,4,289.42,8,49,29,Silver,West,Medium,9,0
C0485,43,Male,5,547.19,1,25,62,Basic,East,High,8,0
C0486,54,Male,8,104.93,10,16,6,Silver,South,Low,8,0
C0487,43,Female,8,438.93,6,141,92,Basic,South,Low,8,0
C0488,40,Female,6,338.58,1,108,40,Gold,South,High,9,0
C0489,26,Male,1,180.52,6,164,29,Basic,North,Medium,3,0
C0490,29,Female,8,260.51,7,44,38,Silver,West,High,3,0
C0491,18,Male,8,212.48,2,83,16,Silver,South,High,9,0
C0492,18,Female,2,538.92,9,47,23,Gold,West,High,6,0
C0493,64,Male,4,340.94,8,124,98,Silver,East,Medium,2,0
C0494,51,Male,2,381.55,9,80,41,Basic,North,Medium,9,0
C0495,49,Male,4,396.84,10,76,5,Gold,South,Medium,2,0
C0496,65,Male,7,419.81,4,20,64,Silver,South,Medium,3,0
C0497,42,Female,9,347.78,4,146,71,Silver,South,Medium,5,0
C0498,57,Female,8,108.94,8,12,53,Gold,East,Medium,0,0
C0499,62,Female,9,267.36,1,112,94,Basic,North,Low,2,0
C0500,18,Female,8,191.94,8,153,83,Basic,West,Medium,4,0
C0501,33,Male,2,440.07,7,60,50,Silver,West,Low,3,0
C0502,56,Male,7,128.35,7,75,52,Silver,West,Medium,7,0
C0503,22,Female,2,381.9,9,110,96,Basic,West,High,8,0
C0504,39,Female,2,205.32,10,34,72,Silver,West,Low,7,0
C0505,46,Female,4,574.42,7,141,23,Basic,West,Medium,8,0
C0506,20,Female,1,267.77,2,166,92,Silver,West,Low,7,1
C0507,29,Female,5,262.61,1,140,44,Gold,North,High,9,0
C0508,43,Male,6,561.69,1,36,10,Basic,North,High,0,0
C0509,33,Male,9,308.67,7,28,84,Silver,East,High,6,0
C0510,68,Male,8,581.43,5,39,98,Silver,South,High,8,0
C0511,54,Female,2,112.09,4,77,67,Basic,North,Medium,0,0
C0512,39,Female,1,253.17,5,171,39,Basic,South,Low,9,1
C0513,46,Female,2,433.1,10,104,76,Basic,East,Medium,0,0
C0514,31,Female,7,545.43,10,91,65,Silver,North,Medium,9,0
C0515,45,Male,4,228.2,6,115,9,Basic,East,Medium,1,0
C0516,22,Male,5,565.24,10,159,41,Basic,North,Medium,4,0
C0517,64,Female,7,397.06,6,2,80,Basic,North,Low,7,0
C0518,66,Male,3,500.5,1,117,93,Basic,West,Low,7,0
C0519,47,Male,2,298.6,2,82,92,Silver,South,Medium,9,0
C0520,63,Female,7,206.09,3,90,15,Silver,East,Low,3,0
C0521,69,Female,5,555.62,4,42,44,Basic,West,Medium,6,0
C0522,22,Female,1,566.57,6,31,69,Silver,North,Medium,6,0
C0523,29,Female,1,348.79,11,61,12,Silver,North,Medium,8,0
C0524,33,Female,9,103.25,9,102,91,Basic,East,Low,8,0
C0525,43,Female,5,154.89,2,56,88,Basic,South,High,2,0
C0526,43,Male,1,386.51,8,83,15,Gold,East,Low,7,1
C0527,65,Male,7,111.89,9,128,75,Silver,North,Medium,4,0
C0528,38,Female,9,298.46,2,14,62,Silver,West,Medium,4,0
C0529,56,Male,1,251.68,9,14,98,Basic,East,Low,7,0
C0530,53,Female,4,457.17,7,157,52,Gold,West,Low,5,0
C0531,50,Female,3,127.79,9,178,17,Silver,South,Low,9,0
C0532,47,Female,5,344.37,6,50,64,Gold,South,Medium,9,0
C0533,54,Female,7,389.56,2,101,53,Platinum,West,High,0,0
C0534,40,Male,8,408.65,8,68,71,Platinum,South,Medium,3,0
C0535,27,Female,2,302.58,10,71,11,Gold,West,Medium,8,0
C0536,22,Male,7,252.18,9,11,81,Basic,West,Medium,4,0
C0537,53,Female,1,441.25,8,14,29,Gold,West,Low,3,0
C0538,51,Female,7,523.78,2,106,27,Basic,South,Low,9,0
C0539,69,Female,8,446.81,8,104,55,Gold,West,High,0,0
C0540,48,Male,2,566.05,3,131,51,Basic,South,Low,8,1
C0541,27,Female,9,458.63,3,128,9,Silver,West,High,7,0
C0542,36,Female,1,482.31,9,8,98,Basic,West,Low,2,0
C0543,49,Female,6,183.95,9,171,99,Silver,South,Medium,8,0
C0544,18,Male,1,309.77,9,137,17,Basic,West,High,0,0
C0545,22,Male,3,342.53,4,19,46,Basic,West,Medium,3,0
C0546,62,Male,6,228.15,7,140,9,Gold,South,Medium,4,0
C0547,21,Female,3,364.27,8,155,27,Silver,North,Medium,3,0
C0548,33,Male,8,245.4,5,112,66,Basic,East,Medium,3,0
C0549,41,Female,5,443.75,1,58,5,Basic,South,Low,8,0
C0550,33,Male,2,335.14,9,25,78,Basic,West,High,4,0
C0551,19,Male,4,329.4,6,45,95,Silver,East,Low,0,0
C0552,66,Female,9,591.82,3,102,58,Platinum,East,Low,6,0
C0553,45,Male,4,296.22,3,48,76,Silver,West,High,5,0
C0554,49,Female,8,281.15,10,50,7,Basic,West,Medium,8,0
C0555,44,Female,5,259.3,1,81,87,Basic,North,Medium,3,0
C0556,37,Male,1,547.37,8,44,68,Platinum,West,High,9,0
C0557,41,Female,7,348.36,2,59,55,Basic,East,Medium,5,0
C0558,29,Female,3,400.01,1,161,6,Silver,West,Medium,9,0
C0559,67,Male,8,190.41,7,103,53,Basic,East,High,6,0
C0560,52,Male,3,370.47,11,78,35,Silver,South,Medium,3,0
C0561,50,Female,1,237.32,9,156,78,Gold,South,Low,8,1
C0562,50,Male,5,465.32,6,18,84,Basic,East,Medium,0,0
C0563,68,Female,2,516.26,8,161,88,Silver,South,Medium,0,0
C0564,60,Female,4,457.41,8,116,7,Silver,North,Low,2,0
C0565,54,Male,1,465.12,9,106,39,Basic,East,Medium,8,0
C0566,29,Male,9,356.24,7,143,89,Basic,East,Medium,4,0
C0567,20,Male,6,456.06,9,11,40,Silver,West,Low,0,0
C0568,18,Male,8,311.34,9,164,68,Basic,North,Medium,4,0
C0569,50,Female,4,425.74,11,143,36,Gold,West,Low,5,0
C0570,57,Female,9,229.52,1,62,22,Basic,North,Medium,3,0
C0571,27,Male,2,134.88,6,48,38,Basic,North,Medium,6,0
C0572,60,Male,9,306.74,8,94,60,Basic,North,Low,2,0
C0573,61,Female,5,330.89,10,143,71,Basic,East,Low,4,0
C0574,46,Female,6,228.2,9,87,57,Basic,South,Low,5,0
C0575,30,Female,3,463.85,4,171,71,Basic,South,Low,6,0
C0576,29,Female,4,136.78,2,50,95,Silver,West,Medium,9,0
C0577,48,Male,6,211.37,11,60,70,Platinum,West,Medium,1,0
C0578,63,Female,7,474.28,9,59,68,Silver,South,Low,4,0
C0579,19,Female,1,318.56,9,15,71,Basic,South,Medium,6,0
C0580,68,Male,7,452.64,8,29,85,Gold,North,High,6,0
C0581,67,Female,1,383.74,3,40,43,Basic,West,Low,2,0
C0582,52,Female,5,575.36,5,31,42,Basic,West,Medium,7,0
C0583,40,Male,6,398.9,2,73,44,Basic,West,Medium,0,0
C0584,34,Male,2,107.43,3,11,23,Basic,West,Low,3,0
C0585,43,Male,9,276.44,1,81,87,Gold,South,Medium,2,0
C0586,25,Female,6,171.53,4,62,9,Basic,South,High,3,0
C0587,46,Female,7,562.32,5,136,73,Silver,East,Low,8,0
C0588,43,Male,8,152.01,2,51,18,Basic,East,High,7,0
C0589,27,Male,1,293.85,3,57,95,Silver,South,Medium,3,0
C0590,43,Female,8,213.05,6,132,53,Silver,North,Low,7,0
C0591,51,Male,4,523.36,6,164,68,Basic,South,Medium,0,0
C0592,68,Male,8,254.28,7,147,61,Silver,North,Low,7,0
C0593,58,Male,6,595.95,9,24,39,Silver,West,Medium,9,0
C0594,24,Female,9,119.31,4,41,89,Silver,East,Low,1,0
C0595,21,Female,4,164.14,5,49,9,Silver,North,Medium,5,0
C0596,67,Female,2,212.32,11,174,92,Silver,West,Medium,5,0
C0597,62,Female,2,505.55,2,36,43,Basic,South,Medium,2,0
C0598,28,Female,5,539.26,6,10,28,Silver,East,Low,4,0
C0599,46,Female,9,135.73,4,78,44,Basic,South,Medium,1,0
C0600,53,Male,3,116.23,5,135,54,Basic,West,Low,7,0
C0601,42,Female,8,472.28,7,140,81,Gold,West,Medium,7,0
C0602,38,Female,4,166.68,6,86,62,Basic,South,Low,4,0
C0603,53,Male,6,166.5,8,176,5,Basic,West,Medium,6,0
C0604,27,Female,6,111.18,6,165,47,Basic,West,Low,7,0
C0605,54,Female,3,124.9,10,164,43,Basic,North,Medium,3,0
C0606,26,Male,5,231.84,8,60,14,Basic,South,Medium,1,0
C0607,41,Male,3,132.5,4,96,6,Platinum,South,Medium,4,0
C0608,52,Male,1,284.44,7,8,67,Basic,East,Medium,6,0
C0609,66,Female,7,516.39,3,135,20,Silver,North,Medium,3,0
C0610,52,Male,4,263.16,1,107,41,Basic,North,High,3,0
C0611,65,Female,7,463.92,9,171,20,Silver,West,Medium,3,0
C0612,53,Female,3,146.95,9,58,91,Platinum,East,Medium,8,0
C0613,35,Female,5,429.69,6,81,94,Basic,East,High,8,0
C0614,66,Female,5,258.37,2,86,84,Gold,North,High,9,0
C0615,56,Male,2,474.88,8,174,31,Platinum,East,Medium,7,0
C0616,49,Male,2,168.13,10,34,67,Silver,North,Low,7,0
C0617,41,Female,4,548.94,6,84,98,Basic,East,Medium,6,0
C0618,40,Male,4,221.29,7,117,68,Silver,North,Medium,0,0
C0619,49,Female,4,276.57,1,22,36,Gold,North,Medium,7,0
C0620,54,Female,6,575.09,3,149,13,Basic,West,Medium,3,0
C0621,29,Female,2,389.24,1,15,15,Basic,West,Medium,0,0
C0622,66,Male,6,282.89,10,133,74,Basic,East,Medium,0,0
C0623,30,Female,7,574.8,1,102,34,Basic,West,Medium,2,0
C0624,40,Female,3,264.54,11,145,19,Gold,South,Low,2,0
C0625,42,Male,8,147.44,1,147,63,Basic,South,Low,9,0
C0626,52,Male,2,598.42,4,5,52,Basic,East,Medium,0,0
C0627,58,Male,8,233.92,7,23,98,Silver,North,Medium,7,0
C0628,47,Male,5,525.63,7,83,86,Basic,West,Medium,3,0
C0629,34,Female,2,182.77,5,14,80,Basic,East,Low,3,0
C0630,66,Male,7,465.68,6,10,64,Silver,South,Low,5,0
C0631,37,Female,2,362.22,2,31,72,Basic,North,Medium,8,0
C0632,65,Male,6,590.45,5,141,61,Basic,West,Medium,8,0
C0633,42,Male,3,376.42,7,127,68,Basic,North,Low,7,0
C0634,39,Male,9,112.51,9,150,58,Silver,North,Medium,0,0
C0635,30,Male,3,401.94,6,37,84,Gold,West,Low,9,0
C0636,36,Male,3,172.66,10,167,91,Gold,West,Low,9,0
C0637,66,Male,5,499.27,4,138,79,Basic,South,Low,1,0
C0638,53,Female,7,528.28,3,31,58,Silver,South,Medium,2,0
C0639,29,Male,8,341.05,9,171,63,Gold,North,High,4,0
C0640,58,Male,7,491.61,7,99,92,Basic,North,Low,4,0
C0641,36,Male,9,172.56,11,164,90,Gold,South,Low,9,0
C0642,29,Male,5,346.04,6,35,43,Gold,South,Medium,7,0
C0643,26,Female,3,296.97,7,111,19,Basic,North,High,1,0
C0644,24,Male,6,405.66,8,68,83,Basic,East,Low,1,0
C0645,45,Male,5,122.24,5,117,78,Basic,East,Medium,7,0
C0646,31,Male,4,476.06,3,126,32,Basic,East,Low,0,0
C0647,48,Male,2,139.56,3,175,40,Gold,West,Low,8,1
C0648,69,Female,7,428.24,2,6,58,Gold,South,Medium,1,0
C0649,36,Male,5,109.23,8,119,21,Basic,East,High,4,0
C0650,64,Female,4,515.94,1,156,90,Silver,East,Medium,2,0
C0651,33,Male,8,187.35,8,30,91,Silver,South,High,4,0
C0652,22,Female,9,357.75,3,155,97,Basic,West,Medium,7,0
C0653,52,Female,9,230.75,9,69,26,Silver,East,High,7,0
C0654,29,Male,3,461.32,11,108,79,Gold,West,Low,5,0
C0655,42,Male,3,260.68,2,167,40,Basic,West,Low,8,0
C0656,69,Female,5,462.3,10,35,33,Basic,North,Medium,6,0
C0657,38,Female,5,242.44,9,103,59,Basic,South,Medium,1,0
C0658,53,Male,2,476.24,6,44,46,Basic,North,Medium,0,0
C0659,40,Female,1,115.3,1,143,36,Basic,East,Medium,7,0
C0660,33,Female,8,241.66,5,160,18,Basic,North,Medium,0,0
C0661,56,Female,3,349.32,10,29,22,Silver,South,Medium,7,0
C0662,62,Male,1,122.53,9,6,42,Silver,West,Low,8,0
C0663,59,Female,1,193.02,6,27,38,Basic,West,Medium,0,0
C0664,56,Female,2,567.27,7,28,49,Basic,East,Medium,6,0
C0665,31,Female,6,588.42,4,133,91,Gold,South,Medium,4,0
C0666,48,Male,6,469.87,1,169,36,Gold,West,Low,7,0
C0667,22,Male,3,226.1,5,56,71,Basic,East,Medium,3,0
C0668,52,Female,4,230.26,2,112,67,Basic,South,Medium,1,0
C0669,40,Male,2,422.9,8,54,59,Gold,South,Low,6,0
C0670,46,Female,2,158.8,4,80,47,Basic,North,Low,6,1
C0671,60,Male,7,574.15,1,105,26,Basic,West,Low,7,0
C0672,28,Male,1,212.41,10,18,91,Basic,South,Medium,8,0
C0673,35,Female,7,599.82,7,43,72,Basic,West,Medium,5,0
C0674,64,Male,1,347.87,11,89,81,Basic,West,Low,2,1
C0675,29,Male,6,485.71,2,74,33,Basic,South,Medium,4,0
C0676,26,Male,3,101.09,3,157,44,Silver,West,High,2,0
C0677,27,Female,8,544.37,9,10,49,Gold,North,Low,9,0
C0678,61,Male,6,235.0,9,134,14,Platinum,East,Medium,8,0
C0679,34,Male,2,433.97,2,89,81,Basic,East,Medium,4,0
C0680,55,Female,8,503.18,3,132,49,Basic,South,Medium,6,0
C0681,24,Male,5,182.07,11,34,21,Silver,North,Low,9,0
C0682,63,Male,8,321.25,9,83,6,Silver,East,Low,6,0
C0683,30,Male,8,346.92,1,161,21,Basic,North,Low,6,0
C0684,57,Male,6,256.06,2,132,94,Basic,South,Medium,9,0
C0685,59,Male,2,340.88,11,172,42,Basic,North,Medium,3,0
C0686,26,Female,8,258.77,2,98,41,Basic,South,Low,3,0
C0687,67,Female,6,280.37,10,31,67,Basic,East,Medium,2,0
C0688,44,Male,6,434.67,3,80,9,Platinum,East,Medium,3,0
C0689,19,Male,8,416.3,10,60,29,Basic,East,High,8,0
C0690,22,Male,1,216.13,3,2,77,Platinum,East,Low,4,0
C0691,46,Female,2,548.74,10,36,96,Gold,West,Medium,5,0
C0692,54,Female,9,531.39,2,125,26,Basic,North,Medium,3,0
C0693,55,Male,8,354.54,8,151,97,Silver,North,High,0,0
C0694,36,Male,7,316.63,8,103,67,Silver,North,Medium,6,0
C0695,25,Female,7,288.43,8,175,39,Basic,South,Low,6,0
C0696,65,Male,5,453.63,2,116,59,Basic,East,High,5,0
C0697,62,Female,2,435.83,9,101,24,Silver,East,Medium,3,0
C0698,18,Female,6,198.09,11,46,9,Silver,West,Medium,9,0
C0699,39,Male,3,435.73,7,80,43,Silver,West,Low,7,0
C0700,69,Female,4,226.22,5,107,67,Basic,East,Low,7,0
C0701,34,Male,2,109.28,7,44,36,Basic,North,Medium,0,0
C0702,24,Male,2,449.6,8,147,67,Basic,North,High,8,0
C0703,42,Male,8,422.4,9,49,78,Basic,East,Medium,7,0
C0704,62,Male,8,305.4,2,88,44,Silver,South,High,1,0
C0705,21,Male,6,362.84,6,58,21,Gold,North,Medium,8,0
C0706,53,Male,5,573.58,9,91,83,Silver,East,Medium,3,0
C0707,23,Female,8,397.6,6,135,77,Silver,East,Medium,9,0
C0708,48,Female,4,428.94,2,94,36,Silver,West,Medium,5,0
C0709,36,Female,4,131.96,1,169,27,Silver,West,Medium,1,0
C0710,61,Female,5,183.0,3,78,79,Silver,East,High,9,0
C0711,56,Male,1,250.48,11,122,64,Basic,South,Medium,3,0
C0712,44,Female,1,369.69,5,143,81,Platinum,East,Low,1,1
C0713,27,Female,2,488.3,7,76,86,Basic,North,High,8,0
C0714,43,Female,8,260.62,10,53,60,Basic,South,Low,8,0
C0715,36,Male,7,278.19,10,23,13,Basic,South,Medium,4,0
C0716,56,Female,9,228.08,3,77,73,Basic,West,High,2,0
C0717,20,Male,5,227.3,9,73,66,Silver,East,Medium,2,0
C0718,62,Female,2,574.43,10,88,68,Basic,West,High,0,0
C0719,30,Male,7,417.73,4,103,26,Gold,North,Medium,7,0
C0720,67,Male,8,177.95,10,94,36,Basic,West,Medium,2,0
C0721,45,Female,7,461.12,2,60,51,Basic,North,Low,3,0
C0722,37,Male,7,461.01,3,10,6,Basic,East,Medium,1,0
C0723,45,Male,5,433.24,5,102,89,Silver,East,Medium,7,0
C0724,25,Female,2,167.36,3,58,96,Gold,West,Medium,2,0
C0725,58,Female,6,304.0,5,175,56,Basic,West,Medium,1,0
C0726,56,Female,4,153.38,4,143,92,Basic,West,High,0,0
C0727,18,Male,2,508.31,11,9,92,Platinum,North,Medium,9,0
C0728,20,Male,9,427.59,10,13,18,Basic,South,High,1,0
C0729,30,Male,7,353.6,3,151,41,Basic,South,Medium,1,0
C0730,45,Female,6,271.51,6,161,31,Basic,West,Medium,3,0
C0731,66,Male,5,192.12,8,137,28,Basic,West,Low,0,0
C0732,42,Male,3,153.22,4,131,68,Basic,East,High,0,0
C0733,50,Male,4,584.62,9,73,74,Basic,West,Low,5,0
C0734,55,Male,3,199.82,6,116,30,Gold,East,Medium,4,0
C0735,23,Male,8,129.94,5,153,58,Silver,North,Low,0,0
C0736,61,Male,3,580.83,3,125,19,Gold,North,Medium,5,0
C0737,62,Male,7,374.48,5,111,33,Silver,North,High,7,0
C0738,49,Female,7,498.33,5,71,78,Silver,North,Medium,4,0
C0739,62,Female,7,121.88,4,164,32,Silver,West,High,2,0
C0740,64,Female,7,383.47,6,89,63,Gold,West,Medium,2,0
C0741,38,Male,2,299.1,3,20,77,Basic,East,High,1,0
C0742,33,Male,3,485.98,10,81,25,Basic,West,Medium,8,0
C0743,38,Female,9,119.21,1,90,14,Silver,East,Medium,8,0
C0744,28,Male,3,300.85,7,19,8,Platinum,North,Medium,6,0
C0745,54,Female,2,499.54,7,165,66,Platinum,East,Medium,0,0
C0746,53,Male,9,361.35,4,112,8,Silver,East,Low,0,0
C0747,52,Male,9,375.02,9,131,10,Basic,West,Low,3,0
C0748,36,Female,4,148.58,2,107,94,Basic,North,Low,1,0
C0749,37,Female,9,166.17,1,121,84,Gold,South,Medium,2,0
C0750,35,Female,3,438.5,3,92,76,Basic,West,Medium,1,0
C0751,64,Female,7,437.52,7,147,96,Basic,West,Medium,0,0
C0752,58,Female,7,589.55,9,174,20,Gold,South,Medium,2,0
C0753,66,Male,8,455.98,2,80,42,Basic,North,High,6,0
C0754,31,Male,4,346.62,6,31,53,Silver,South,Medium,9,0
C0755,32,Male,3,528.66,3,53,65,Silver,East,Medium,8,0
C0756,48,Female,3,152.24,5,113,69,Basic,South,Low,9,0
C0757,18,Female,5,324.65,9,34,87,Basic,North,Medium,8,0
C0758,20,Female,1,243.55,3,31,54,Basic,North,Medium,7,0
C0759,33,Female,3,152.32,1,139,21,Silver,South,Low,5,0
C0760,40,Female,6,481.75,5,6,32,Basic,West,Low,0,0
C0761,28,Female,3,355.4,1,27,48,Basic,South,Medium,7,0
C0762,29,Male,5,378.38,8,7,16,Platinum,East,High,7,0
C0763,27,Male,9,305.63,7,49,74,Basic,South,Medium,8,0
C0764,49,Male,2,330.17,11,96,75,Basic,South,High,9,0
C0765,33,Male,2,158.01,2,60,76,Basic,South,High,5,0
C0766,25,Male,6,436.46,11,33,7,Basic,East,Low,2,0
C0767,55,Female,6,316.22,9,47,53,Platinum,South,Low,5,0
C0768,29,Female,8,508.38,5,172,25,Basic,West,Medium,7,0
C0769,41,Female,2,198.14,7,119,12,Basic,East,Medium,6,0
C0770,45,Female,9,202.53,4,27,68,Gold,West,Medium,7,0
C0771,25,Female,2,422.88,1,22,96,Silver,East,Low,2,0
C0772,45,Female,1,523.0,8,47,63,Basic,North,Low,7,0
C0773,53,Male,2,336.1,1,93,34,Gold,North,Low,4,1
C0774,43,Female,7,463.48,3,176,36,Silver,East,High,6,0
C0775,25,Female,8,599.66,6,158,79,Basic,East,High,3,0
C0776,67,Female,5,595.13,8,2,24,Silver,East,Low,2,0
C0777,45,Female,6,472.17,8,143,20,Gold,North,Low,5,0
C0778,45,Male,1,469.79,2,47,29,Basic,East,Low,8,0
C0779,54,Male,6,223.81,9,27,64,Silver,North,High,3,0
C0780,58,Female,8,516.77,4,27,49,Platinum,North,High,8,0
C0781,53,Male,3,302.55,4,141,13,Silver,East,Low,2,0
C0782,44,Male,1,581.0,2,145,55,Basic,East,Medium,5,0
C0783,34,Female,4,140.71,1,75,65,Basic,East,Medium,4,0
C0784,26,Female,1,317.92,10,10,44,Silver,North,Medium,8,0
C0785,50,Female,8,377.92,7,121,65,Basic,South,Medium,5,0
C0786,37,Female,5,302.58,11,33,71,Platinum,East,Medium,1,0
C0787,30,Female,1,205.29,10,165,84,Basic,South,High,3,0
C0788,45,Male,8,396.49,3,126,80,Basic,South,Low,4,0
C0789,65,Female,9,477.96,4,8,19,Silver,South,Medium,8,0
C0790,46,Female,2,422.42,11,161,57,Silver,West,Medium,0,0
C0791,30,Female,9,217.22,9,135,8,Basic,South,Medium,8,0
C0792,63,Male,8,465.8,6,162,27,Basic,South,Medium,9,0
C0793,52,Female,7,228.45,1,71,31,Silver,North,High,0,0
C0794,23,Female,3,187.6,9,135,41,Gold,West,Medium,0,0
C0795,35,Female,2,445.33,9,41,81,Silver,North,Medium,3,0
C0796,68,Male,7,521.39,5,118,47,Basic,North,Medium,5,0
C0797,22,Female,5,340.77,8,55,41,Basic,South,Medium,1,0
C0798,64,Female,6,365.7,7,7,89,Gold,North,Medium,0,0
C0799,42,Female,4,251.37,11,84,33,Gold,East,Medium,3,0
C0800,19,Male,2,347.31,8,146,33,Basic,South,Medium,7,0
C0801,27,Female,9,165.99,9,171,53,Silver,East,Medium,5,0
C0802,47,Female,3,577.92,2,78,79,Basic,South,Medium,4,0
C0803,67,Female,7,500.18,10,168,55,Silver,South,High,0,0
C0804,62,Male,8,433.99,5,53,54,Gold,South,Medium,2,0
C0805,22,Female,2,369.1,8,14,32,Basic,West,High,6,0
C0806,50,Female,6,496.08,3,149,78,Silver,South,High,9,0
